,book_title,book_recommendation_urls
70,Seven Secrets,"['https://librivox.org/present-at-a-hanging-by-ambrose-bierce/', 'https://librivox.org/the-golden-goose-book-by-l-leslie-brooke/', 'https://librivox.org/the-man-who-was-thursday-a-nightmare-by-gk-chesterton/', 'https://librivox.org/the-moonstone-by-wilkie-collins/', 'https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/']"
71,Mysteries of Paris - Volume 1,"['https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/the-faerie-queene-book-1-by-edmund-spenser/', 'https://librivox.org/our-mutual-friend-by-charles-dickens/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-spy-by-james-fenimore-cooper/', 'https://librivox.org/the-spy-by-richard-harding-davis/']"
72,Nature's Miracles Volume 2: Energy and Vibration,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
73,Clear Crystals,"['https://librivox.org/bib-ballads-by-ring-lardner/', 'https://librivox.org/poems-and-prose-for-the-departed-vol-01/', 'https://librivox.org/to-autumn-by-john-keats/', 'https://librivox.org/the-science-of-being-well-by-wallace-d-wattles/', 'https://librivox.org/clear-crystals-by-clara-m-beede/']"
74,Light of Egypt Volume II,"['https://librivox.org/kwaidan-stories-and-studies-of-strange-things-by-lafcadio-hearn/', 'https://librivox.org/lair_of_the_white_worm_by_bram_stoker/', 'https://librivox.org/the-interesting-narrative-of-the-life-of-olaudah-equiano-by-olaudah-equiano/', 'https://librivox.org/le-morte-darthur-volume-1-by-sir-thomas-malory/', 'https://librivox.org/the-bird-study-book-by-thomas-gilbert-pearson/']"
75,"Children's Short Works, Vol. 012","['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/short-story-collection-006/', 'https://librivox.org/long-poems-collection-001/']"
76,"Bible (KJV) NT 09-12: Galatians, Ephesians, Philippians, Colossians","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
77,Green Rust,"['https://librivox.org/kept-in-the-dark-by-anthony-trollope/', 'https://librivox.org/the-shadow-of-the-rope-by-e-w-hornung/', 'https://librivox.org/our-mr-wrenn-by-sinclair-lewis/', 'https://librivox.org/the-innocents-a-story-for-lovers-by-sinclair-lewis/', 'https://librivox.org/pointed-roofs-by-dorothy-richardson/']"
78,Bible (KJV) NT 04: John,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
79,"Rivals of Sherlock Holmes, Vol. 1","['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/short-story-collection-006/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/']"
80,Diamond Cross Mystery,"['https://librivox.org/a-study-in-scarlet-by-sir-arthur-conan-doyle/', 'https://librivox.org/no-clue-a-mystery-story-by-james-hay/', 'https://librivox.org/the-red-thumb-mark-by-r-austin-freeman/', 'https://librivox.org/nobodys-boy-by-hector-malot/', 'https://librivox.org/for-treasure-bound-by-harry-collingwood/']"
81,"Letters of Mrs. Adams, the Wife of John Adams, Vol. 1","['https://librivox.org/the-spy-by-james-fenimore-cooper/', 'https://librivox.org/common-sense-by-thomas-paine/', 'https://librivox.org/moon-metal-by-garrett-p-serviss/', 'https://librivox.org/agnes-grey-by-anne-bronte/', 'https://librivox.org/old-mother-west-wind-by-thornton-w-burgess/', 'https://librivox.org/the-spy-by-richard-harding-davis/']"
82,Sorceress of the Strand,"['https://librivox.org/the-circular-staircase-by-mary-roberts-rinehart/', 'https://librivox.org/the-devils-pool-by-george-sand/', 'https://librivox.org/the-advance-of-science-in-the-last-half-century-by-t-h-huxley/', 'https://librivox.org/fanny-herself-by-edna-ferber/', 'https://librivox.org/famous-modern-ghost-stories-by-dorothy-scarborough/']"
83,Captains of Industry,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
84,Sintram and His Companions,"['https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/dracula-by-bram-stoker/', 'https://librivox.org/the-picture-of-dorian-gray-by-oscar-wilde/', 'https://librivox.org/the-prince-and-the-pauper-by-mark-twain/']"
85,Bertram Cope's Year,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
86,After Music,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
87,Sunset in the Tropics,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
88,Short Ghost and Horror Collection 014,"['https://librivox.org/the-adventures-of-sherlock-holmes/', 'https://librivox.org/the-canterbury-tales-by-geoffrey-chaucer/', 'https://librivox.org/king-in-yellow-by-robert-w-chambers/', 'https://librivox.org/raffles-further-adventures-of-the-amateur-cracksman/', 'https://librivox.org/the-circular-staircase-by-mary-roberts-rinehart/']"
89,Rocks and Their Origins,"['https://librivox.org/the-velveteen-rabbit-duet-by-margery-williams/', 'https://librivox.org/paradise-lost-by-john-milton/', 'https://librivox.org/the-critique-of-pure-reason-by-immanuel-kant', 'https://librivox.org/captain-blood-by-rafael-sabatini', 'https://librivox.org/the-circular-staircase-by-mary-roberts-rinehart/']"
90,"'Co. Aytch,' Maury Grays, First Tennessee Regiment or, A Side Show of the Big Show","['https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/us-historical-documents/', 'https://librivox.org/the-congo-by-vachel-lindsay/']"
91,Treatise on the Power and Primacy of the Pope,"['https://librivox.org/epistles-of-john-king-james-version/', 'https://librivox.org/the-adventures-of-jimmie-dale-by-frank-l-packard/', 'https://librivox.org/the-voyage-out-by-virginia-woolf/', 'https://librivox.org/the-white-moll-by-frank-l-packard/', 'https://librivox.org/the-large-catechism-by-martin-luther/']"
92,Hunting Dogs,"['https://librivox.org/leviathan-books-i-and-ii-by-thomas-hobbes/', 'https://librivox.org/robinson-crusoe-in-words-of-one-syllable-by-mary-godolphin/', 'https://librivox.org/stories-of-king-arthur-and-his-knights-by-u-waldo-cutler/', 'https://librivox.org/the-kingdom-of-god-is-within-you-by-leo-tolstoy/', 'https://librivox.org/in-kent-with-charles-dickens-by-thomas-frost/']"
93,Gwen Wynn - A Romance of the Wye,"['https://librivox.org/chamber-music-by-james-joyce/', 'https://librivox.org/the-enchiridion-by-saint-augustine/', 'https://librivox.org/the-extermination-of-the-american-bison-by-william-t-hornaday/', 'https://librivox.org/the-first-epistle-of-john/', 'https://librivox.org/a-drama-of-exile-by-elizabeth-barrett-browning/']"
94,Prussian Officer,"['https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-little-lame-prince-by-miss-mulock/']"
95,Mary Marston,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
96,"Treasury of David, Vol. 2 (Abridged)","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
97,Birthplace,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/']"
98,Desperate Remedies,"['https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/', 'https://librivox.org/heart-of-the-world-by-h-rider-haggard/', 'https://librivox.org/the-tale-of-timothy-turtle-by-arthur-scott-bailey/', 'https://librivox.org/the-tragedy-of-puddnhead-wilson-by-mark-twain/', 'https://librivox.org/the-cricket-on-the-hearth-by-charles-dickens/']"
99,Waste Land (version 3),"['https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/hamlet-by-william-shakespeare/', 'https://librivox.org/the-waste-land-by-t-s-eliot/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame/']"
100,Bible (KJV) 20: Proverbs,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
101,Bible (KJV) 14: 2 Chronicles (Version 2),"['https://librivox.org/the-pilgrims-progress-by-john-bunyan/', 'https://librivox.org/the-song-of-songs-by-solomon/', 'https://librivox.org/the-happy-prince-and-other-tales-by-oscar-wilde/', 'https://librivox.org/tristan-and-iseult-by-joseph-bedier/', 'https://librivox.org/the-tragedy-of-king-richard-ii-by-william-shakespeare/']"
102,Chancellorsville and Gettysburg,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
103,Come Rack! Come Rope!,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/']"
104,Anna Christie,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
105,Growing Old,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
106,You Bid Me Try,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
107,Andes and The Amazon,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
108,"Ramayan, Book 2","['https://librivox.org/the-adventures-of-jimmie-dale-by-frank-l-packard/', 'https://librivox.org/the-ramayana-book-1-by-valmiki/', 'https://librivox.org/tanglewood-tales-by-nathaniel-hawthorne/', 'https://librivox.org/beasts-men-and-gods-by-ferdinand-ossendowski/', 'https://librivox.org/the-blithedale-romance-by-nathaniel-hawthorne/']"
109,Fairy Tales Every Child Should Know,"['https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/', 'https://librivox.org/andersens-fairy-tales-by-hc-andersen/', 'https://librivox.org/fairy-tales-by-the-brothers-grimm/', 'https://librivox.org/the-golden-goose-book-by-l-leslie-brooke/', 'https://librivox.org/time-and-the-gods-by-lord-dunsany/']"
110,Short Nonfiction Collection Vol. 022,"['https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/short-story-collection-006/']"
111,Violet: A Fairy Story,"['https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/the-innocents-abroad-by-mark-twain/', 'https://librivox.org/three-short-works-by-gustav-flaubert/', 'https://librivox.org/history-of-england-volume-1-chapter-1/']"
112,Bible (KJV) NT 19: Hebrews,"['https://librivox.org/bible-kjv-nt-03-luke/', 'https://librivox.org/book-of-matthew-web/', 'https://librivox.org/galatians-web/', 'https://librivox.org/the-sorrows-of-young-werther-by-johann-wolfgang-von-goethe/', 'https://librivox.org/galatians-asv-ss/']"
113,John Marchmont's Legacy,"['https://librivox.org/the-price-of-love-by-arnold-bennett/', 'https://librivox.org/love-among-the-chickens-by-p-g-wodehouse', 'https://librivox.org/wuthering-heights-by-emily-bronte/', 'https://librivox.org/a-room-with-a-view-by-em-forster/', 'https://librivox.org/man-of-property-by-john-galsworthy/']"
114,Psychopathology of Everyday Life,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
115,Democracy - An American Novel,"['https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/', 'https://librivox.org/declaration-of-rights-by-the-stamp-act-congress-of-1765/', 'https://librivox.org/danse-russe-by-william-carlos-williams/', 'https://librivox.org/lincoln-at-cooper-union-by-abraham-lincoln/']"
116,Mr H,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
117,Goldsmith's Friend Abroad Again,"['https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/chapters-from-my-authobiography-by-mark-twain/', 'https://librivox.org/the-innocents-abroad-by-mark-twain/', 'https://librivox.org/three-short-works-by-gustav-flaubert/']"
118,Elsie's Girlhood,"['https://librivox.org/persuasion-by-jane-austen/', 'https://librivox.org/additions-to-daniel/', 'https://librivox.org/the-birds-christmas-carol-by-kate-douglas-wiggin/', 'https://librivox.org/history-of-the-conquest-of-mexico-by-prescott/', 'https://librivox.org/varney-the-vampyre-vol-1-by-t-p-prest/']"
119,Black Star,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
120,Mysterious Key and What It Opened,"['https://librivox.org/short-story-collection-006/', 'https://librivox.org/short-story-collection-001/', 'https://librivox.org/short-story-collection-002/', 'https://librivox.org/short-story-collection-003/', 'https://librivox.org/short-story-collection-004/']"
